Object_Id  Timestamp Type Lat Lng 
5 7 point 21.4500308039438 39.7621841099705
4 7 point 21.4601846965478 39.8073295446325
3 7 point 21.3460199916436 39.7670619190072
2 7 point 21.4367948166786 39.8250108647294
1 7 point 21.4795250831501 39.918598796195
0 7 point 21.3583187704172 40.1848202478773
35 7 newpoint 21.423531 39.821288
36 7 newpoint 21.489324 39.930671
37 7 newpoint 21.493265 39.991586
38 7 newpoint 21.567057 39.910726
39 7 newpoint 21.422476 39.802412
39 8 point 21.4247484782418 39.7936409527722
38 8 point 21.5673565137768 39.9194254619302
37 8 point 21.4913637329125 39.9827289086879
36 8 point 21.4884426633845 39.9337120799283
35 8 point 21.414774964225 39.8226298930639
31 8 point 21.3772653445511 39.8766085080355
30 8 point 21.3895592658009 39.9396589565468
29 8 point 21.3562436392765 39.9562374875714
34 8 point 21.4652541425968 40.0019886281443
33 8 point 21.4284796400927 39.7894214874387
26 8 point 21.4455089512591 39.8089559038906
25 8 point 21.4416178249096 39.8297481262774
24 8 point 21.4114623651753 39.8167630273287
23 8 point 21.4791773837754 39.9181876091321
22 8 point 21.3506133278334 39.7901614748477
21 8 point 21.4011392618914 39.8203339034812
20 8 point 21.426990518144 39.8278370343691
18 8 point 21.3708464297732 39.9560490669285
17 8 point 21.411072595885 39.8124351862119
16 8 point 21.3914544797956 39.9463623387876
15 8 point 21.4246518210581 39.8309205301024
14 8 point 21.4313398990995 39.8266058801024
13 8 point 21.4361417821559 39.8106555825726
12 8 point 21.4793743508144 39.917649051485
11 8 point 21.3744512674778 39.8353654081641
10 8 point 21.4377296410507 39.832233466794
19 8 point 21.359193279398 39.9519530696141
8 8 point 21.4279854866533 39.8255462473862
7 8 point 21.3905720871756 39.9107285410657
32 8 point 21.465033129077 39.7712189149156
5 8 point 21.4570550885771 39.7622902259966
4 8 point 21.4668591789839 39.8018151615208
3 8 point 21.3438632193226 39.7582847651401
2 8 point 21.437334176063 39.8318243711215
1 8 point 21.4779413061674 39.9150955492948
0 8 point 21.3607705165206 40.1760442891033
40 8 newpoint 21.426761 39.856599
41 8 newpoint 21.461014 39.842362
42 8 newpoint 21.449325 39.867223
43 8 newpoint 21.456336 39.845015
44 8 newpoint 21.488428 39.941056
44 9 point 21.4829367105368 39.9358157020582
43 9 point 21.4529769996971 39.8391398572964
42 9 point 21.4516999103649 39.8743607053181
41 9 point 21.4537693671305 39.8391034533185
40 9 point 21.4318457701715 39.8494239540053
39 9 point 21.424076764943 39.7846953817641
38 9 point 21.5684506688157 39.9284063959327
37 9 point 21.4888547953035 39.9739703118265
36 9 point 21.4833845691702 39.9366756668557
35 9 point 21.4068021107584 39.8183918337105
31 9 point 21.3844048270021 39.8759639739009
30 9 point 21.390309116376 39.9307301864713
29 9 point 21.3602304153672 39.9499164591795
34 9 point 21.4690011638762 40.001127843083
33 9 point 21.4237643055094 39.7952114953427
26 9 point 21.4542479549834 39.8081292468326
25 9 point 21.4449527286346 39.8228989995848
24 9 point 21.4118380633865 39.8258487803392
23 9 point 21.4751872745956 39.9100029095121
22 9 point 21.3503344808497 39.7920598537846
21 9 point 21.4068640916415 39.8184123967037
20 9 point 21.4226491001092 39.8221243344173
18 9 point 21.3698066191072 39.9482137685177
17 9 point 21.411279256399 39.8215423281392
16 9 point 21.3904848155437 39.9373042742921
15 9 point 21.4223468932208 39.839213724048
14 9 point 21.4315143147316 39.8256700916732
13 9 point 21.4450793188621 39.8088822249368
12 9 point 21.4746384763561 39.9099646548564
11 9 point 21.3671040314402 39.8407548984117
10 9 disappearpoint 21.435394 39.834436
19 9 point 21.3621190688249 39.9433536102473
8 9 point 21.4240507210285 39.8320259968266
7 9 point 21.395022596154 39.9163633715717
32 9 point 21.4583238777826 39.7651816295711
5 9 point 21.4626209121252 39.7690294232083
4 9 point 21.4738654422964 39.7968316264345
3 9 point 21.3434812934871 39.7492163100072
2 9 point 21.4402617665859 39.8395940073775
1 9 point 21.4762535331563 39.9116605911182
0 9 point 21.363186958974 40.1672586197253
45 9 newpoint 21.441349 39.813742
46 9 newpoint 21.432005 39.831747
47 9 newpoint 21.407293 39.881517
48 9 newpoint 21.544595 39.789472
49 9 newpoint 21.440362 39.800289
49 10 point 21.4415642406283 39.8093030698583
48 10 point 21.550894020096 39.7876291328385
47 10 point 21.4032978650461 39.8871425954645
46 10 point 21.4333169518714 39.8379516809881
45 10 point 21.4384345661461 39.8212520696128
43 10 point 21.4445286924864 39.8363470853044
42 10 point 21.4563061666652 39.8788898966645
41 10 point 21.4452531896033 39.8366699909774
40 10 point 21.4328674954257 39.8579133643072
39 10 point 21.4258598300779 39.7769201994451
38 10 point 21.5686089186817 39.9374841934051
37 10 point 21.4904667811534 39.9672036160698
36 10 point 21.482023863321 39.929122883014
35 10 point 21.3995573132534 39.813068993934
31 10 point 21.3880796618421 39.8834363250908
30 10 point 21.391078264433 39.9217307596207
29 10 disappearpoint 21.362189 39.944392
34 10 point 21.4727493535167 40.0002721474986
33 10 disappearpoint 21.423064 39.796434
26 10 point 21.4627409568634 39.806153980485
25 10 point 21.4445755642626 39.814339896859
24 10 point 21.4160581694889 39.8336170478716
23 10 point 21.4688606932995 39.9035312234922
22 10 point 21.3508108717191 39.7938243803866
21 10 point 21.4148356234401 39.8226540783112
20 10 point 21.4162836324726 39.8229521618732
18 10 point 21.3680217271721 39.9571368355142
17 10 point 21.4125885296561 39.8304124996772
16 10 point 21.3909993010988 39.9283098018358
15 10 point 21.4215798475952 39.8482861780161
14 10 point 21.4315748292308 39.8247187188021
13 10 point 21.4541127806706 39.8083158372359
12 10 point 21.468354584467 39.9033660757119
11 10 point 21.3597412470318 39.8461228588434
44 10 point 21.4815121605681 39.9268189790021
19 10 point 21.3614218550637 39.9342781042307
8 10 point 21.4222139480512 39.8404745414493
7 10 point 21.3905941791457 39.9236692730223
32 10 point 21.4533366854021 39.7607146705514
5 10 point 21.4675675030744 39.7763755739836
4 10 point 21.4827980123436 39.7950324537821
3 10 point 21.3426062554786 39.7401517064972
2 10 point 21.4392447310549 39.8486010462412
1 10 point 21.4736021714515 39.9088764534597
0 10 point 21.365646165065 40.1584849340266
50 10 newpoint 21.332068 39.953195
51 10 newpoint 21.212509 39.960204
52 10 newpoint 21.395307 39.816182
53 10 newpoint 21.398198 39.788811
54 10 newpoint 21.455589 39.838823
54 11 point 21.4492717026634 39.8387329619503
53 11 point 21.4037246550201 39.784158005241
52 11 point 21.3899832858876 39.8147029374174
51 11 point 21.2180468517197 39.9544145666172
50 11 point 21.3348403642986 39.9456311195175
47 11 point 21.4065244447674 39.8793367361366
46 11 point 21.4403378660055 39.8406150354589
45 11 point 21.4353028327199 39.8297446179111
43 11 point 21.437069050045 39.8315670729577
42 11 point 21.4599567626678 39.8871437858024
41 11 point 21.4378122969549 39.8325002495586
40 11 point 21.4347843966948 39.86108891844
39 11 point 21.433065700608 39.7714359540339
38 11 point 21.5633230543891 39.944426553562
37 11 point 21.4993047478594 39.965675863095
36 11 point 21.480680896388 39.9215582935049
35 11 point 21.3916062341583 39.8091606156027
31 11 point 21.3968814109878 39.8841451635731
30 11 point 21.3968370831868 39.9153621656499
49 11 point 21.4392131754161 39.8178159590646
34 11 point 21.4765008909541 39.9994313449183
48 11 point 21.5530069175115 39.7801465443423
26 11 point 21.4682472214177 39.799057504674
25 11 point 21.4485518782382 39.8087361742591
24 11 point 21.4242962407159 39.8358150841758
23 11 point 21.4622851641501 39.8972538289815
22 11 point 21.3508385928567 39.7955394478504
21 11 point 21.4235548346453 39.821201530512
20 11 point 21.4082679172428 39.8188948643012
18 11 point 21.3653136607222 39.965438968002
17 11 point 21.4193913281786 39.8362698096944
16 11 point 21.3922052152508 39.9193596514675
15 11 point 21.4167380444357 39.8552277411556
14 11 point 21.4318094550185 39.8237882788343
13 11 point 21.4626272636177 39.8064244943757
12 11 point 21.4621075602594 39.8967539619364
11 11 point 21.3562861616709 39.853408938533
44 11 point 21.4778010135661 39.9211159839346
19 11 point 21.3664229928633 39.9276323794605
8 11 point 21.4215473444567 39.8495533004271
7 11 point 21.3890968731593 39.9273529469953
32 11 point 21.4446938464516 39.7634961764742
5 11 point 21.4738600533621 39.7828559023827
4 11 point 21.4917958026675 39.7936300908987
3 11 point 21.3429694608363 39.7310516051767
2 11 point 21.4400221260548 39.8570697011898
1 11 point 21.4709508097468 39.9060923158013
0 11 point 21.3660186229048 40.1494612250141
55 11 newpoint 21.402965 39.886566
56 11 newpoint 21.430375 39.844244
57 11 newpoint 21.435307 39.899915
58 11 newpoint 21.416987 39.771688
59 11 newpoint 21.448874 39.587161
59 12 point 21.4511471379492 39.5958636921059
58 12 point 21.4211295514099 39.7766180745153
57 12 point 21.4289723063315 39.8956714220765
56 12 point 21.4372782424738 39.8471292342
55 12 point 21.4069689226177 39.8787780986162
54 12 point 21.440793501593 39.8391115877005
53 12 point 21.4111907627805 39.7823748136008
52 12 point 21.3862365691015 39.8225646976624
51 12 point 21.2248733397221 39.9493152403434
50 12 point 21.341197996608 39.9512763510544
47 12 point 21.4022560375639 39.8729848854794
46 12 point 21.4390267006116 39.8496023016164
45 12 point 21.4399933611517 39.836646096691
43 12 point 21.436907053661 39.8246592371889
42 12 point 21.4615302834303 39.8960394039106
41 12 point 21.4298564785242 39.8293640573421
40 12 point 21.4410253007155 39.8613586947853
39 12 point 21.4395877664103 39.7654176374517
38 12 point 21.5544389288617 39.945854703734
37 12 point 21.5076554647452 39.9620320367052
36 12 point 21.4776654858887 39.9144899773982
35 12 point 21.3827641523413 39.8069656458478
31 12 point 21.4048459528328 39.8885695855416
30 12 point 21.4042090656453 39.9101999482177
